id,text,label
3923,Wait a min you nigga bitch! Lol RT @WILLIEP252: #FuckTheSteelers #HTTR I don't give a damn if it (cont) http://t.co/9VemNXDuQL,1
3924,"Niggas at the march looking for hoes, &amp; they out there too I'm sure of it",1
3925,"u sent nudes when ina relationship or nah? ""@JazmineJanay_: Her pussy bleeding or nah? ""@GraePharoah: -_- http://t.co/W9ZPJfk93r""",1
3926,"He hit me with "" if I tell you who I'm fucking you can't say shit bitch, but her head game on point "" #RNS",1
3927,@clangloisss hmu negro,2
3928,Bout tht time where the hoes are gettin dicked down,1
3929,"Man if that bitch dont call me back for the job cuhh, uma be snapping.",1
3930,All these bitches &amp; niggas be Trippin offa what type of relationship me &amp; duddy got like we not fuccing no more &amp; we not dating.,1
3931,"If Bradley Cooper wins an #Oscar before Ryan Gosling does, imma cut a bitch.",1
3932,But atleast they let me know...ur a faggot if u keep those type of twitter secrets,0
3933,RT @Shoota1017: I wish sombody get this hoe away from me,1
3934,RT @spurs: It's a bird...It's a plane...It's SuperManu #NBASuperHeroes,2
3935,RT @JFish13: Where has this been all year? But still #FireCashman #Yankees,2
3936,@yooocaly *mormon hoes ;),1
3937,@Jaydillz they're both big bitches tho lol,1
3938,@greyyygoose @JawShoeeAhhh no bitch lol,1
3939,Let me find out Floyd Mayweather is being a bitter bitch today all on the social networks..&#128514; #whohurtYOU,1
3940,RT @Pbn_Rico: Maury 65 years old and still exposing hoes.. &#128175;,1
3941,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",1
3942,&#8220;@iDisrespectHoez: RT @GodOfMilfs: Single moms got that proven pussy&#8221; LOL fckd up but truuu,1
3943,Paige better text a bitch lol,1
3944,When the baddest bitch in school walk by http://t.co/5REizTQ2lS,1
3945,"""Selling my soul for material wishes: fast cars and bitches"" #Tupac #smile #remix",1
3946,omg RT @SaddyBey: Fat bitch. What's her @? http://t.co/ptNszx6nid,0
3947,My bitch gotta be as fly as me if not flyer,1
3948,"It's not ""pears"" bitch, it's PEAR.",1
3949,Can't have a bitch with no future or goals. I love kids but if you're not a parent first I can't deal with you,1
3950,got to the club early just to get in free and wait for hoes to show up,1
3951,RT @BigBootyProbs: Happy Valentine&#8217;s Day big booty bitches. &#10084;,1
3952,RT @Smart_Cookie86: If I had to pick a President of the Uncle Tom association I would pick Larry Elder.,2
3953,I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;,2
3954,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;",2
3955,RT @SumGurl07: So cute! :) RT @iTweetFacts: Shy bunny... http://t.co/z4u6NpORdz,2
3956,"RT @Fact: Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;",2
3957,@Stephicans mhmm tweet bird &#128037;,2
3958,RT @saramariewelch: Can't mean something to someone when they hittin up Otha bitches,1
3959,I like to butt fuck fine ladies. Will I choke hold a bitch? Well maybe #55,1
3960,When my teacher says basic algebra I think of basic bitches&#128514;&#128514;,1
3961,But you can't tell a broke bitch nothin &#128514;&#128514;&#128514; &#128056;&#9749;&#65039;,1
3962,@jaspen7 I'm dumb then a hoe haha I already lost that thing ya gave me today &#128557;,1
3963,"This is my ""sup bitches"" face http://t.co/mqPqzLgCKf",1
3964,Hit my car with another rock and I'll be all over your ass in no time bitch.,1
3965,Don't try and pull that fake friend shit on me bitch.,1
3966,Dat da bad thing bout being colored. Day bring me in to fight but don't vite me to da victory partay,2
3967,RT @bigdawgsergio: Run up on a nigga get to squeezing hoe hahaa,1
3968,If youu let yo bitch leave with another niggah and don't say shit thats on youu!,1
3969,You'll never catch me in public with a chick that got an iPhone 4s. I'm only seen in public with classy bitches,1
3970,"Destiny's Child song ""Say My Name"" is the insecure bitches anthem.",1
3971,What the fuck kind of redneck commercial was that???? #indycar,1
3972,@npratc Explains why they're waving trash bags around over their heads.,2
3973,Shut yo mesquito lookin ass up poped bitch,1
3974,RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT,2
3975,He got a cousin named jason that rock da Gary Payton....now da same triflin' bitches an HIV patient,1
3976,Spring is almost here.. &#171;@Me1st_u_last I realized that my collection of hoes has severely decreased &#128530;&#128530;&#128530;&#128530;&#187;,1
3977,RT @CarsonTyler85: @Thompson_Era hell yea ill rep your shirt to fam lol #BetterWithPets TeamDonny in this hoe &#128074;&#128074;,1
3978,Driving the fucktardmobile - tranny slips and all. &#128530; http://t.co/8e3kXEgMjo,1
3979,"Guess I'll have to add Robin Williams right next to Charlie Chaplin.
Now Adam Sandler remains my only favorite comedian left.",2
3980,@Titan4Ever2488 how are Yankees games on the radio? Good announcers?,2
3981,How this ugly ass nigga gets more pussy than me ?,1
3982,@kieffer_jason here let me say it more clearly since your retarded ass don't understand,0
3983,"RT @StevStiffler: If her bio says ""Only God can judge me"" she's a hoe.",1
3984,"I really don't be pressed for bitches on social media...

Do I talk to them? yes. 

Do I want them..... http://t.co/6wKvVpsXqP",1
3985,RT @WhitePeopleTalk: &#8220;KOBE&#8221; as they shoot a piece of paper into the trash,2
3986,You nigga eating these hoes pussy but they ain't worth it,1
3987,"RT @TheGoodGodAbove: Victoria&#8217;s real secret?
Five nipples and a sideways vagina.",1
3988,"@NoShtickZone Charlie Brown
A Christmas Story
Rudolph, but only because of the island of misfit toys.",2
3989,@CarelessOne92 you styl gotta get dem tweets off my nig,0
3990,@saraelizabethj4 that's what happens when you date a colored,0
3991,"RT @WayneDupreeShow: Fear mongering by the left is dying. Wake up, who are you going 2 believe Charlie Rangel and Hussein or Mia Love and C&#8230;",2
3992,And them niggas pussies...cameltoes &#128514;,1
3993,RT @LorenzoLuciano: Females always complaining about some shit niggas ain't doing right ....like bitches don't have flaws,1
3994,I gotta give De Blasio credit. He is a man of his word. Nypd can't arrest niggas for weed anymore hahahaha fuuuuuck yoouuuuu bitch,1
3995,RT @LouieVRee: If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes,1
3996,@Myalynn__x3 bitch im sick .,1
3997,"RT @HoneyGuwop: &#128533;&#128543;&#128553; im not ready to see y'all hoes tweet ""new year, new me"" &#128546;",1
3998,I gain a few pounds a bitch look thickkkkkk,1
3999,"RT @PoisonedKissx3: This white boy reached 999 in flappy bird, im so done with life...",1
4000,&#8220;@Yummy: Oreo ice cream cake &#128588; http://t.co/dvabPmgQjo&#8221; &#128525;,2
4001,When it come to bitches.... niggas will get dirty,1
4002,@ArtaleGaspare bitch i got the flameeee,1
4003,@mommajjojo love you too bitch :*,1
4004,@Alejandro_Bihhh @CapoDaAssHole I was texting a bitch,1
4005,RT @hoes: RT if you'd marry Scarlett Johansson http://t.co/KMoJDDIl7h,2
4006,"Montana, Wisconsin, Maine, New Hampshire, North AND South Dakota, Wyoming. All places you can move an ex-hoe to and be happy.",1
4007,@ActaBunniFooFoo I like my gross yellow heat lamps. Why?,2
4008,*pregnant crazy bitch wus the answer we were looking for...,1
4009,Zack still questions my love for Oreos lol,2
4010,I thincc I'm a pretty average bitch ya know &#128527;,1
4011,Fuck around &amp; take them hoes back,1
4012,RT @Professor_Ryan: I thought it was raining because of the sound on the roof but it was just birds exploding from the heat.,2
4013,RT @Mr_Dam0n: Denial is a bitch #youresilly,1
4014,Does SZA have freckles on her pussy too?,1
4015,@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left,1
4016,"@J__F__H Happy Another Group of 365 Days, you weird ass son of a bitch. That's why we all love you, though. Hoping there are riots in H-town",1
4017,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages",0
4018,Apple need to add some colored emoji,2
4019,RT @crazygirlgab: Just eating animal crackers in sacrament! #17AndLovinIt,2
4020,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,0
4021,RT @vickyBeanMr: We live In a world full of unloyal hoes &amp; ugly niggas asking for hugs,1
4022,People hate on da rig life but I love my baby more then a pussy ass nigguh,1
4023,@bitchdicknigga yeah cum itch my slit baby cakes,1
4024,@okoruoni You're trash.,1
4025,That's why i could always call SMURF For anything my niggah always there even when im beefing w my baby,1
4026,RT @_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;,1
4027,RT @Now_Thats_Fresh: Every Seth McFarlene cartoon is trash yall love low iq comedy,2
4028,@Cee_Murda94 bitch is you drunk or nah,1
4029,RT @Mymangot2JOBS_: WHO IS SHE? Ill fight her bestie RT @VeronicaGK: Then this bitch in my class wanna copy my homework off blackboard disc&#8230;,1
4030,RT @_BucketsMcnasty: Iz no point in being jealous cuz dee hoes for everybody #&#128175;&#128175;&#128175; #BucketsProverbs,1
4031,That's yo bitch..... I was all up in her guts,1
4032,Truuuuuuuuuuu facts both then niggaz is pussy nd I'll tag em both @meekmill nd cassidy r/p by my nigga let http://t.co/NhYODSpP,1
4033,I'm the gym looking at bitches booty #creeping &#9996;&#65039;,1
4034,2 faced bitch,1
4035,Be a dog to these bitches bt be a KING TO YA QUEEN ',1
4036,"Of course not. That means it's fajita time. RT @CorporateBarbie If I'm flat ironing? Oh, bitch. We ain't never leaving.",1
4037,"@noah_55 also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat",1
4038,&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me,2
4039,Now the bitch tryin to do vids too? Gurl sit cho ass down,1
4040,RT @iMGorgeous_HOES: Karmas a bitch &#128514;&#128514;&#128514;?,1
4041,RT @JosephTheFlyGuy: This bitch got a real life hippo as a pet http://t.co/wU6jItcE0U,1
4042,"RT @frankieboyle: You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a&#8230;",1
4043,RT @TrakkBoiDelf: RT @49ant: when you tryna get bitches on LinkedIn http://t.co/UW3R0sNjvk,1
4044,"All you pussies is losers, all my niggas is winnin",1
4045,last words to a bitch nigga 'why you lie',1
4046,Shoutout to this bitch for unfollowing me like I didn't noticed you like my pics just to unlike them&#8230; http://t.co/9xJTIMRCsG,1
4047,RT @jamiedupree: Vice President Biden &amp; his wife are in Florida today to stump for Democrat Charlie Crist in his bid for Governor,2
4048,My moms a worse bitch than me like ugh I can't stand that hoe.,1
4049,@Huntermoore happy cuz I woke up white and not a nigger!,0
4050,@Chancellor_IV naw Bryan said it was trash hotel so we're staying somewhere else,2
4051,Ladies love a real nicca,1
4052,RT @_theDarius: &#8220;@JetsAndASwisher: @_theDarius boy I was clean in them bitches.&#8221;you loved them damn sandals &#128514;,1
4053,She bitch goddess thinks she owns New York????? .........wait...... @midnight #LameApocalypses,1
4054,Make my burger bitch &#128514;&#128514; http://t.co/StVEpVMzZz,1
4055,&#8220;@ITSMeESPERANZA_: &#8220;@nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/xezFP0uybA&#8221; that's me &#128129;&#128128;&#8221; thirsty ass,1
4056,@RealSkipBayless of course u would you PC lemming.one just says the word nigger.the other has all the potential to reek havoc on society,1
4057,RT @TheCockiestMan: Do I have time for these hoes? http://t.co/OHKWCg9ldW,1
4058,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Babe | ebony babe pussy http://t.co/3MxBXeZqxR",1
4059,RT @missloloko: I see y'all &#128514;&#128514;&#128514;&#128514;&#128514;&#128064;&#128064; which one of y'all side bitches made this &#128557;&#128557;&#128128;&#128128;&#128128; http://t.co/p4JodaM2fm,1
4060,Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,2
4061,RT @elchavaloko: I can see moose rockin himself back n forth in a corner of n empty room with his faggot hair all in his face sayin 2 himse&#8230;,1
4062,RT @KoolQueef: I gave up calling my wife a nigger during sex for lent.,1
4063,I grew up ina jungle wit the gorilla snakes &amp; bird ass niggas &#128018;&#128013;&#128038;,1
4064,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",2
4065,Lebron Warm up jacket full then a bitch,1
4066,RT @MadFlyentist: Look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there,1
4067,RT @EisenbackEmily: I hate when people leave their trash in my car.,1
4068,"I remember when it was ""watch out for her, she has cooties!"" Now, it's ""stay away from that hoe, she has herpes.""",1
4069,@brandynasty bitch nigga dont get all but hurt,1
4070,RT @ImChiefy: I'll send dick pics to your bitch quick .,1
4071,I put her pussy on the map!!!,1
4072,' All the hoes loyal &#1041205;&#1041205;&#1043358;&#1043215;,1
4073,"RT @ShaneDennis37: In the ""Nothing Lasts Forever"" category, I can barely recognize any Yankees tonight.",2
4074,I almost ran this fine red bitch over.,1
4075,Hate a bitch that's always in some mess,1
4076,@FlyoutChase @Harold_Major LMFAOOOO if that bitch didn't change his @ so much I could find more,1
4077,Hey @ups dis angry white man @thatUPSdude called me a nigger when I didn't answer da door on time. He ain't fit to be delivering pizzas,1
4078,&#8220;@fabbymichelle: @BrianLovesAss_ what class you in right now? I need my headphones for seventh period I'm serious bitch ass.&#8221;ms.Trophenboum,1
4079,Got you're bitch panties niagra falling,1
4080,It's a lil bitch at the bus stop with Adidas flip-flops &amp; socks on. I know dem mfs soggy as fuck.,1
4081,"RT @eleven8: ""You bummy hoes can't do this"" ur right sis. Most I do is splash some peppermint soap on it. Other shit ain't necessary.",1
4082,I start Garfield Monday .. Yeahhhhhh lil bitch &#128526;&#128526;&#128526;&#128526;,1
4083,Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/XPauwp43OA,1
4084,&#8220;@JennaHord12: @ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh! Bet you wooonnnttt stick dat hoe,1
4085,RT @NoChillPaz: That bitch is dirty http://t.co/gWvAnyKzoo,1
4086,The fucking Royals bitch! Work!,0
4087,My problem is caring about bitches &amp; noggas,1
4088,the things I do for this bitch smh,1
4089,Kentucky Fried cater to da white folk. No colored menu,2
4090,RT @LiberalPhenom: Who on GZ's defense team is paying media to trash the prosecution constantly? @ThomasARoberts,2
4091,I adopted these bitches,1
4092,RT @cthagod: All it takes is one bitch ass monkey or human to fuck up every bodies Peace and Serenity.,1
4093,I'll round up my hoes in a little bit,1
4094,Can't even sleep in the fucking car because this mother fucker drives like a retard and pumps the breaks too hard,1
4095,"Nigga you a pussy, hope you got 9 lives.",1
4096,"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy",1
4097,RT @etaks2evil: When the pussy so good you can't pull out. Ever. http://t.co/3529gVbXkT,1
4098,RT @TweetLikeAGirI: Cinco de way ho http://t.co/cM9JHHK41Y,1
4099,"If not for GZ, #Trayvon would be alive right this second... Smoking a bowl and tweeting about ""bitches and hoes"". Such a nice kid he was...",1
4100,Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube,2
4101,That bitch is hella cranky today. Someone hand her a joint.,1
4102,Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.,2
4103,@samistonge some fucking bitches &#128514;&#128514;,1
4104,"My bitches pop that pussy,pop that gum and pop pills",1
4105,"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?",2
4106,"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",2
4107,RT @WhoSFlyy__: i was ready to delete my entire instagram app when i found out one of my IG crushes was selling pussy on backpage for $75 f&#8230;,1
4108,#BitchSlapThursdays 2NITE PURE PASSION DOORS OPEN @ 10.... But we watching the game in that bitch too&#8230; http://t.co/IggoHWEwfh,1
4109,@b_shiznitt @italian_montana wtf you bitches seen this without me,1
4110,Thought I told you not to trust these hoes,1
4111,RT @_LastQueenCyn_: Niggas be in that pussy like http://t.co/DDJSB5itcD,1
4112,RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;,2
4113,"RT @TheHangingWire: don't EVER be ashamed of who you are. 

unless you a hoe... 

then be ashamed bitch.",1
4114,They some bitch ass niggas,1
4115,RT @BasedChasen: Ebola not scary at all while yall worried about Ebola ima b getting hoes,1
4116,I can't believe this nigga told me to put nutella on a bitch before you eat her out #wildnigga,1
4117,Lame niggas trash.,1
4118,@MrMason251 Grade A pussy.,1
4119,RT @CraziestSex: hoes these days be like &#128514; http://t.co/AvlwKKD8rW,1
4120,These hoes everybody hoes lol go at any bitch bet u get her easy !,1
4121,I ont care cuz I got hoes. Dats rite I got plenty of em,1
4122,RT @AyeYoitsDupree: Rape is NEVER something to mock like this. I stand with Jada #jadapose http://t.co/uEbuOBwTbg,2
4123,For all you psychology bitches on your periods.. Do this to chill tf out http://t.co/W2n19vgBv3,1
4124,I feel like apart of the in crowd like yes bitch lets indirectly talk shit &#128514;,1
4125,Really craving my arroz con pollo y habichuelas right now,2
4126,RT @FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/alUy9EO3xK,1
4127,I do the shit you bitches is too pussy to do,1
4128,"She's aint being a bitch, she's just tired of your bullshit. Her attitude towards you is based upon how you treat her.",1
4129,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;",0
4130,@ellese97 your rhyming is ghetto,1
4131,What's a trash party ?,2
4132,I slept good thenna bitch tho,1
4133,Sometimes u gotta knock a nicca out tho #IJS #FreeCB,1
4134,&#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;,1
4135,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",1
4136,"RT @thaboyrich: &#128073;&#128073;RT @NYSAnimal It used to be a shame to be hoe/prostitute, with social media they call it hustling lol",1
4137,RT @TAXSTONE: I spray Clorox on the seat after bitches use it I ain't had that much trust in females since Sam Rothstein met Ginger,1
4138,How you rap but can't getcho bitch to RT ya music? Put the Mic down bro.,1
4139,"RT @ronele: Getting ready for Nevada Hump Day @nevadamuseum. Real live camels, ostriches and zebras - oh my! @VirginiaCity #NevadaHumpDay #&#8230;",2
4140,RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;,0
4141,RT @kg4hunnid: Bruh you trash take yo ass back to college @GenoSmith7,1
4142,RT @bigbluexpress: Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter. Yep coaching at UK is probably weari&#8230;,2
4143,RT @TheRealKeyvone: Karma is a bitch,1
4144,RT @__LilNiNo: R.I.P &#128128; to the hoes&#128131; dying for attention.,1
4145,"RT @TheAlexP: Yelled out ""come on bitch!"" At myself, by myself, lifting weights as motivation...thanks guys, you always have my back.",1
4146,His bitch ass a hoe ass nigga prolly don't get no pussy,1
4147,"&#128514;&#128514;&#8220;@BrandonBeSlydin: My fucking god bruh, the birds from southridge are in front of my house.&#8221;",1
4148,These bitches loud for no reason,1
4149,@DeeRay_FRESH - pussy &amp; purp.&#128514;,1
4150,A shockingly true tale from the Oreo that almost got devoured. http://t.co/WYIS0LVdsi,2
4151,@jasongregory674 @Devondude1234 @hot_lads fuck yeah and hot big blk boots. This scally lad would get it.,1
4152,@Alan_Casillas bitches or wat,1
4153,@kieffer_jason @C_janacek07 nigga stop being a bitch and come to the high school You already said yes,1
4154,"Why the most Ratchet bitches be talkin shit? Y'all got nothing better to do but talk shit, pick up the liq, and hop on a dick.",1
4155,Niggas talk more then bitches these days,1
4156,When you gotta boomin ass voice all you have to do is look at bitches and scream NOW. Den ya in da pussy,1
4157,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included",2
4158,shitting on these crusty hoes http://t.co/1oOHx1y6Xt,1
4159,@badnewsbridget @MorbidMermaid @EvanBecker513 you're a lying sack of shit because I know you love me #lesbian #jk #jkbridgeturstraight #fag,1
4160,"@Threehoez rip plate, brownies, large tea, fries, beans potato salad, poboy",2
4161,The pilot seen my eyes and said they awfully red I told him I get high as you bitch I'm the man http://t.co/uloUE2qx3p,1
4162,I'm in this hoe tripppped out people be wildin,1
4163,"RT @ghostattics: ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN""",0
4164,&#8220;@ComedianSpank: Where the hoes at&#8221; shit u got em,1
4165,Happy birthday to my pops. Old negro spiritual is 64 today lol,2
4166,RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed,2
4167,"' Cause these hoes ain't loyal ! These niggas ain't either &#1041233; , when it go down you callin for hitters that you... http://t.co/wmrUwTwuJE",1
4168,That bitch came flyin in !!! Lmao.,1
4169,Stunt on these hoes like&#128514;&#128514;&#128175; https://t.co/E35Igelt4w&#8221;,1
4170,Juniors are still pussies,1
4171,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u,0
4172,@KayciMalynn I know nigs,1
4173,RT @MosoKnowso: RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...,1
4174,RT @DreCordero: Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.,2
4175,RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;,2
4176,This nigglet &#10084;&#65039;,0
4177,@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga,0
4178,You niggas puttin bitches you haven't even fucked yet on a pedestal. Scratch her off your hit list b. You ain't never hittin that.,1
4179,Lol niggas still be talking about me threw bitches smh,1
4180,RT @vickyBeanMr: When u with yo main bitch and you see yo side bitch in public http://t.co/scmkp1nYGU,1
4181,RT @woodpusha_: This bitch tried to give my dick a hickey,1
4182,RT @zoejoiner: if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;,2
4183,Ya bitches dumb as fuck for the felon.,1
4184,bitch you gotta glo up one day.,1
4185,"RT @JoshYohe_Trib: I wrote whole game story on how Orpik shut down Ovi two nights in a row. Many of you will mock this. But he was really, &#8230;",2
4186,"RT @SportsCenter: For the last time, The Captain takes the field at Yankee Stadium. http://t.co/c9TI4FkSkn",2
4187,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,2
4188,"always okay to bring your ho to the barbershop though, they usually cool af",1
4189,RT @BasedZae: When lil b said &#8220;Word around town that I aint got no bitches? what?! Thats a damn lie nigga my nuts is my witness&#8221; http://t.c&#8230;,1
4190,@mrfoolycooly im still where that giant muk shit eats that candy with ceasar clown,1
4191,My niggah watch me be awake till 5,1
4192,Some lying ass hoes lol,0
4193,Look at you.. Now look at us.. All my niggas look pussy as fuck,1
4194,"@kieffer_jason bitch what? I did show up then I tweeted,dm, texted then called u and I asked u were tryna meet up bitch ur fucking weak.",1
4195,No sex bitch I only want the neck bitch,1
4196,"Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr. 
 Boo Friday. 
#whineytweet",2
4197,John Legend is showin this country bitch up on her own song,1
4198,RT @DaReaLNano1900: Finding a female w/o a hoe record is like tryna find a nigga w/o a felony.,1
4199,Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS,2
4200,RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer,1
4201,Can I get some good neck out dis hoe?,1
4202,"RT @TheVibeKing: I didn't go wrong when I started talking to you, I went wrong when I trusted your bitch ass",1
4203,RT @KailsCooper: Single ladies Vs Cuffed hoes &#128131;&#128141;,1
4204,"RT @vanluvz1: My body thought we'd get an extra hr sleep but my brain decided to wake up 2 hrs earlier. 
My brains a bitch.",1
4205,"&#8220;@SteveStfler: Your relationship ended, not your life. stop being a whiny bitch&#8221;",1
4206,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/NPVP80gFh6,2
4207,@fucktyler me too Tyler it just makes me think that they're lil nigger baby hoodrats.,0
4208,RT @Pouyalilpou: i got bitches an i know some killlllllas fuck y'all,1
4209,"RT @Nombrehere: Bad bitch, HTown, keep it trill ya'll know ya'll can't fuck aroundddd",1
4210,yo bitch want that vitamin D she lookin desperate,1
4211,RT @FoodPornsx: Oreo Drumstick! http://t.co/AcN8J59r6b,2
4212,"' Hoes on my mind , I fuck hoes all the time . #FatTrel",1
4213,You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.,1
4214,Never bring these hoes to my house cause these bitches talk,1
4215,Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes,1
4216,Sadboy bitch we worldwidee,1
4217,"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack",2
4218,@2014samanthaKay good enough fag,0
4219,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*""",0
4220,Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.,1
4221,the craziest hos for no reason on TV hands down are Teirra Marie (however ghetto way she spell it) and Siah's cute ass girl,1
4222,RT @xochinadoll: You hoes are lost.,1
4223,"RT @kendra_kay25: @WhiteyPants11 you're a fag for using that emoji. Anyways, you are one of my best friends &amp; there is never a dull moment &#8230;",1
4224,That pussy came gift wrapped,1
4225,Nah Mimi a bitch,1
4226,&#128514;&#128514; bitches get stuff done. http://t.co/GvFpk65ah5,1
4227,&#8220;@_LoveCarolina_: My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(,2
4228,"@AlmightyVinny_ @TOnycranshaw22 @RichHomieMeezy ""the hoes be by my house"" , we be at tony spot mf",1
4229,RT @DymondMarie1: Shoutout to your main bitch !,1
4230,@CapoDaAssHole @Alejandro_Bihhh damn that hoe just came out but look at how many hoes said his shit jamming on my shit,1
4231,"RT @djgoofy500: I gave my number to this bad ass bitch a few days ago,She said I'll call you when I make it home. I'm starting to think tha&#8230;",1
4232,@WhereYoHussleAt &#128514;&#128557;&#128514;&#128557; @CayMarieee look at this shit imma bitch forreal &#9995;&#128527;,1
4233,"RT @luke_brooks: There was a fly that was banging into all the windows and I called it retarded but then I thought to myself ""umm I'm talki&#8230;",2
4234,RT @jaylynnkoliba: @TonyJRodriguez imma get my crew on dis fuckin fag #3hunnad real talk nigga #turn up,1
4235,You're a stupid fucking bitch,1
4236,RT @leticiamvrie: Duh bitch,1
4237,RT @LuaBoo: &#8220;@uce_INA: Hazel e looks like a bird... Her and kaep prolly related by nose and shit&#8221; thats why Berg wont ever make her DAT BIT&#8230;,1
4238,@thebashionista Got me blushin like Drake bitch az. Lol,1
4239,"&#8220;@ShianneAlvarez: @187XO_ maybe cuz your putting trust in a "" bitch "" not a lady.&#8221; or maybe because this a fucking song",1
4240,"RT @1KelliBelle: Needy, clingy men is why I have bitch issues",1
4241,RT @RobIsRandomAF_6: &#128514;&#128514;&#128514;&#128514;&#128514;This bitch came to the club with a broken neck? Bitch you serious? https://t.co/D4bpFhPj6x,1
4242,"I'm still mad because this nigga really said ""I got bitches texting me asking me..."" Oh REALLY ? But let me say sum wit that in it &#128175;",1
4243,I hate when people ask if I shoot up!! I don't need that pussy shit to be bigger than you unswole niggas&#128075;,1
4244,@Rasheed_Sheen man damn dude come get this bitch lml,1
4245,Met a foreign bitch at Wesley . &#128064;&#128064; she better call me,1
4246,Turk a hoe y'all....,1
